lol ;)	laugh out loud laugh out loud	2	-1	 lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Thanks, I will submit a fix to master for this shortly.	Thanks, I will submit a fix to master for this shortly.	2	-1	 Thanks[1] I[0] will[0] submit[0] a[0] fix[0] to[0] master[0] for[0] this[0] shortly[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
No plans to merge the auth part atleast to v2.0?	No plans to merge the auth part atleast to v2.0?	1	-1	 No[0] plans[0] to[0] merge[0] the[0] auth[0] part[0] atleast[0] to[0] v2[0] .0[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
it should be done as of v2.0.1	it should be done as of v2.0.1	1	-1	 it[0] should[0] be[0] done[0] as[0] of[0] v2[0] .0[0] .1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I can only see this in master, no other branches :]	I can only see this in master, no other branches branches	2	-1	 I[0] can[0] only[0] see[0] this[0] in[0] master[0] no[0] other[0] branches[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
you're right.was only backported for mongostat, not mongotop.i'll look into it for 2.0.5	you're right.<br>was only backported for mongostat, not mongotop.<br>i'll look into it for 2.0.5	1	-1	 you're[0] right[0] [[Sentence=-1,1=word max, 1-5]] was[0] only[0] backported[0] for[0] mongostat[0] not[0] mongotop[0] [[Sentence=-1,1=word max, 1-5]] i'll[0] look[0] into[0] it[0] for[0] 2[0] .0[0] .5[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
andy pulled it into 2.0.5 today.https://github.com/mongodb/mongo/commit/a55507d21e53970d324eef2cafc653aea648b885	andy pulled it into 2.0.5 today.<br>https://github.<br>com/mongodb/mongo/commit/a5507d21e53970d324eef2cafc653aea648b885	1	-1	 andy[0] pulled[0] it[0] into[0] 2[0] .0[0] .5[0] today[0] [[Sentence=-1,1=word max, 1-5]] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/a55507d21e53970d324eef2cafc653aea648b885/com/mongodb/mongo/commit/a5507d21e53970d324eef2cafc653aea648b885[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
uncomment this?	uncomment this?	1	-1	 uncomment[0] this[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
did later	did later	1	-1	 did[0] later[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@erh What do you think of the redis implementation of TTL? http://redis.io/commands/expire	@erh What do you think of the redis implementation of TTL?<br> http://redis.<br>io/commands/expire	1	-1	 @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Its hard to compare directly as the whole system is so different.On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyayreply@reply.github.comwrote:  @erh What do you think of the redis implementation of TTL? http://redis.io/commands/expire  ---   Reply to this email directly or view it on GitHub:  https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817	Its hard to compare directly as the whole system is so different.<br>On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyayreply@reply.<br>github.<br>comwrote:  @erh What do you think of the redis implementation of TTL?<br> http://redis.<br>io/commands/expire  -   Reply to this email directly or view it on GitHub:  https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817	1	-1	 Its[0] hard[0] to[0] compare[0] directly[0] as[0] the[0] whole[0] system[0] is[0] so[0] different[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 1[0] :42[0] AM[0] Sid[0] Upadhyayreply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] comwrote[0] @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318817[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Oh ya for sure. Though I'm wondering why you chose an active method forexpiring the keys, as opposed to the more passive method used in redis.On Fri, May 11, 2012 at 12:44 AM, Eliot  reply@reply.github.com  wrote:   Its hard to compare directly as the whole system is so different.   On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay  reply@reply.github.com  wrote:     @erh What do you think of the redis implementation of TTL?    http://redis.io/commands/expire    ---       Reply to this email directly or view it on GitHub:       https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817  ---   Reply to this email directly or view it on GitHub:   https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826	Oh ya for sure.<br> Though I'm wondering why you chose an active method forexpiring the keys, as opposed to the more passive method used in redis.<br>On Fri, May 11, 2012 at 12:44 AM, Eliot  reply@reply.<br>github.<br>com  wrote:   Its hard to compare directly as the whole system is so different.<br>   On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay  reply@reply.<br>github.<br>com  wrote:     @erh What do you think of the redis implementation of TTL?<br>    http://redis.<br>io/commands/expire    -       Reply to this email directly or view it on GitHub:       https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817  -   Reply to this email directly or view it on GitHub:   https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826	1	-1	 Oh[0] ya[0] for[0] sure[0] [[Sentence=-1,1=word max, 1-5]] Though[0] I'm[0] wondering[0] why[0] you[0] chose[0] an[0] active[0] method[0] forexpiring[0] the[0] keys[0] as[0] opposed[0] to[0] the[0] more[0] passive[0] method[0] used[0] in[0] redis[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 12[0] :44[0] AM[0] Eliot[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Its[0] hard[0] to[0] compare[0] directly[0] as[0] the[0] whole[0] system[0] is[0] so[0] different[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 1[0] :42[0] AM[0] Sid[0] Upadhyay[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318817[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318826[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
From the docs, redis seems to do it both passively and actively.On Fri, May 11, 2012 at 2:16 AM, Sid Upadhyayreply@reply.github.comwrote:  Oh ya for sure. Though I'm wondering why you chose an active method for  expiring the keys, as opposed to the more passive method used in redis.   On Fri, May 11, 2012 at 12:44 AM, Eliot    reply@reply.github.com     wrote:       Its hard to compare directly as the whole system is so different.       On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay    reply@reply.github.com    wrote:         @erh What do you think of the redis implementation of TTL?      http://redis.io/commands/expire      ---           Reply to this email directly or view it on GitHub:           https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817    ---       Reply to this email directly or view it on GitHub:       https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826  ---   Reply to this email directly or view it on GitHub:  https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318923	From the docs, redis seems to do it both passively and actively.<br>On Fri, May 11, 2012 at 2:16 AM, Sid Upadhyayreply@reply.<br>github.<br>comwrote:  Oh ya for sure.<br> Though I'm wondering why you chose an active method for  expiring the keys, as opposed to the more passive method used in redis.<br>   On Fri, May 11, 2012 at 12:44 AM, Eliot    reply@reply.<br>github.<br>com     wrote:       Its hard to compare directly as the whole system is so different.<br>       On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay    reply@reply.<br>github.<br>com    wrote:         @erh What do you think of the redis implementation of TTL?<br>      http://redis.<br>io/commands/expire      -           Reply to this email directly or view it on GitHub:           https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817    -       Reply to this email directly or view it on GitHub:       https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826  -   Reply to this email directly or view it on GitHub:  https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318923	1	-1	 From[0] the[0] docs[0] redis[0] seems[0] to[0] do[0] it[0] both[0] passively[0] and[0] actively[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 2[0] :16[0] AM[0] Sid[0] Upadhyayreply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] comwrote[0] Oh[0] ya[0] for[0] sure[0] [[Sentence=-1,1=word max, 1-5]] Though[0] I'm[0] wondering[0] why[0] you[0] chose[0] an[0] active[0] method[0] for[0] expiring[0] the[0] keys[0] as[0] opposed[0] to[0] the[0] more[0] passive[0] method[0] used[0] in[0] redis[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 12[0] :44[0] AM[0] Eliot[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Its[0] hard[0] to[0] compare[0] directly[0] as[0] the[0] whole[0] system[0] is[0] so[0] different[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 1[0] :42[0] AM[0] Sid[0] Upadhyay[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318817[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318826[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318923[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Ya, which is a pretty interesting choice with respect to performancetradeoffs. I'll have to build this version of mongo and play around with itto see what real performance tradeoffs there could be. Though I'm sure theypale in comparison to the value of TTL.On Fri, May 11, 2012 at 6:16 AM, Eliot  reply@reply.github.com  wrote:   From the docs, redis seems to do it both passively and actively.   On Fri, May 11, 2012 at 2:16 AM, Sid Upadhyay  reply@reply.github.com  wrote:     Oh ya for sure. Though I'm wondering why you chose an active method for    expiring the keys, as opposed to the more passive method used in redis.       On Fri, May 11, 2012 at 12:44 AM, Eliot      reply@reply.github.com         wrote:           Its hard to compare directly as the whole system is so different.           On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay      reply@reply.github.com      wrote:             @erh What do you think of the redis implementation of TTL?        http://redis.io/commands/expire        ---               Reply to this email directly or view it on GitHub:           https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817      ---           Reply to this email directly or view it on GitHub:           https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826    ---       Reply to this email directly or view it on GitHub:       https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318923  ---   Reply to this email directly or view it on GitHub:   https://github.com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1319884	Ya, which is a pretty interesting choice with respect to performancetradeoffs.<br> I'll have to build this version of mongo and play around with itto see what real performance tradeoffs there could be.<br> Though I'm sure theypale in comparison to the value of TTL.<br>On Fri, May 11, 2012 at 6:16 AM, Eliot  reply@reply.<br>github.<br>com  wrote:   From the docs, redis seems to do it both passively and actively.<br>   On Fri, May 11, 2012 at 2:16 AM, Sid Upadhyay  reply@reply.<br>github.<br>com  wrote:     Oh ya for sure.<br> Though I'm wondering why you chose an active method for    expiring the keys, as opposed to the more passive method used in redis.<br>       On Fri, May 11, 2012 at 12:44 AM, Eliot      reply@reply.<br>github.<br>com         wrote:           Its hard to compare directly as the whole system is so different.<br>           On Fri, May 11, 2012 at 1:42 AM, Sid Upadhyay      reply@reply.<br>github.<br>com      wrote:             @erh What do you think of the redis implementation of TTL?<br>        http://redis.<br>io/commands/expire        -               Reply to this email directly or view it on GitHub:           https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318817      -           Reply to this email directly or view it on GitHub:           https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318826    -       Reply to this email directly or view it on GitHub:       https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1318923  -   Reply to this email directly or view it on GitHub:   https://github.<br>com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment-1319884	3	-1	 Ya[0] which[0] is[0] a[0] pretty[2] interesting[1] choice[0] with[0] respect[2] to[0] performancetradeoffs[0] [[Sentence=-1,3=word max, 1-5]] I'll[0] have[0] to[0] build[0] this[0] version[0] of[0] mongo[0] and[0] play[0] around[0] with[0] itto[0] see[0] what[0] real[0] performance[0] tradeoffs[0] there[0] could[0] be[0] [[Sentence=-1,1=word max, 1-5]] Though[0] I'm[0] sure[0] theypale[0] in[0] comparison[0] to[0] the[0] value[1] of[0] TTL[0] [[Sentence=-1,2=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 6[0] :16[0] AM[0] Eliot[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] From[0] the[0] docs[0] redis[0] seems[0] to[0] do[0] it[0] both[0] passively[0] and[0] actively[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 2[0] :16[0] AM[0] Sid[0] Upadhyay[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Oh[0] ya[0] for[0] sure[0] [[Sentence=-1,1=word max, 1-5]] Though[0] I'm[0] wondering[0] why[0] you[0] chose[0] an[0] active[0] method[0] for[0] expiring[0] the[0] keys[0] as[0] opposed[0] to[0] the[0] more[0] passive[0] method[0] used[0] in[0] redis[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 12[0] :44[0] AM[0] Eliot[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] Its[0] hard[0] to[0] compare[0] directly[0] as[0] the[0] whole[0] system[0] is[0] so[0] different[0] [[Sentence=-1,1=word max, 1-5]] On[0] Fri[0] May[0] 11[0] 2012[0] at[0] 1[0] :42[0] AM[0] Sid[0] Upadhyay[0] reply@reply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] @erh[0] What[0] do[0] you[0] think[0] of[0] the[0] redis[0] implementation[0] of[0] TTL[0] [[Sentence=-1,1=word max, 1-5]] http[0] ://redis[0] [[Sentence=-1,1=word max, 1-5]] io/commands/expire[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318817[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318826[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1318923[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/mongo/commit/25bdc679a0e559d64ec7f22b0468cf5b1671c4e7#commitcomment[0] -1319884[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
